overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,True,"06 29, 2015",A1BTBO2LWW48YJ,B00NCDVVLY,{'Format:': ' DVD'},jaye dunevant,really enjoyed this movie a little different than the theater  so far watched it 3 times with different girlfiends,really enjoyed this movie a little different than the theater so ...,1435536000,,
4.0,True,"12 8, 2016",A1VUIDYSKILDHT,6304037279,{'Format:': ' Amazon Video'},Farmanthor,"Perfect balance of comedy, suspense, action and adventure.",Great Action movie,1481155200,,
5.0,False,"12 19, 2014",AU3PO882GSVB,B000BZISRG,{'Format:': ' Amazon Video'},Robert Lange,Still the best police drama ever made.,This show never grows old.,1418947200,,
5.0,True,"01 25, 2016",A4FL1BED5WMFH,B017S3OP7A,{'Format:': ' Prime Video'},Ann Collins,Great inspirational movie! Loved it!,Five Stars,1453680000,,
5.0,False,"10 30, 2014",AV88HNHCFEMXW,B001BMGXTI,{'Format:': ' Amazon Video'},Gail,Interesting,Five Stars,1414627200,,
2.0,True,"04 12, 2015",A2RZWCX7IFG56C,630411222X,{'Format:': ' DVD'},Thomas D. Knapik,Dissapointed. Thought it would be better!,Thought it would be better!,1428796800,,
3.0,True,"08 31, 2015",A1X4AGPDUC8923,6303990452,{'Format:': ' Amazon Video'},Steve,"If you like pirate flicks this can entertain you for a while, it's not great, Geena made a good pirate.",If you like pirate flicks this can entertain you for a while,1440979200,,
5.0,False,"11 8, 2007",ACIBQ6BQ6AWEV,B00068NVK2,{'Format:': ' DVD'},Gary F. Taylor,"The script reduces the stage original by approximately two-thirds.  The cinematography is clunky and the production values are weak.  Direction is indifferent and the acting styles are all over the map.  Even so, the 1947 MOURNING BECOMES ELECTRA is a startlingly powerful film, a melodrama that leaps and crackles and which will hold the attention of discerning viewers through two and a half hours to its remarkably bitter end.

Loosely based on the ancient Greek tragedy THE ORESTIA, Eugene O'Neill's 1931 drama was and is an extraordinary creation.  Strangely ritualistic in tone and requiring approximately six hours to perform, it stunned audiences upon its debut, was a powerful factor in O'Neill's winning of the Nobel Prize for Literature, and remains one of the great pinacles of American theatre to this day.  It is also a warped, sick, and twisted tale of adultry, incestuous affections, blackmail, murder, and suicide, and as such it held Hollywood at bay for close to twenty years.

The story concerns the Mannons, a family that has dominated a small New England town for more than a hundred years, dominating through social status and supposed family and civic duty even as they conceal several internal scandals.  The film opens with father Ezra (Raymond Massey) away from home, acting as a leader in the Civil War; in his absence wife Christine (Katrina Patinoux) has taken a lover who visits the house under the guise of courting daughter Lavinia (Rosalind Russell.)  When Lavinia discovers the truth, she attempts to blackmail her mother into giving up the relationship--but the attempt backfires into a horrendous cycle of murder and revenge that ultimately destroys the family and drives Lavinia to her her doom.

The script actually does manage to encompass all the primary plot points of O'Neill's original, and although the result is a bit talky in a forced sort of way the story itself possesses a relentless quality that does indeed approximate the stage original.  Even more surprisingly, the script makes no effort to soften the incestuous nature of the various relationships that characterize the tale, relationships that increasingly pervert and twist the family as the story progresses.  This is dark, dark stuff indeed.

As previously noted, the cast is all over the map in terms of acting style and indeed each of the principles seem to be performing for a different film.  Rosalind Russell is distinctly ""classic Hollywood;"" Michael Redgrave is distinctly ""English theatre.""  Katrina Patinoux, a memorable performer, is Greek and therefore somewhat out of place as the matriach of a New England family; Raymond Massey, an equally memorable performer, seems to reprise his earlier portrayal of Abraham Lincoln.  Each and every one of them, in their own different ways, play at white-hot intensity, and many find the resulting mix too uncomfortable.  I myself did not: if anything, I felt it added to and intensified the overall strangeness of the piece.

Eugene O'Neill dramas do not, as a rule, film extremely well: they are too clearly designed for the stage and as such they work best in front of a live audience.  All the same, and in spite of its numerous flaws, this is one of the few film versions of an O'Neill play that actually manages to capture the intensity of the stage original.  Dark, brooding, and deeply disturbing, MOURNING BECOMES ELECTRA deserves a great deal more attention than it has ever received.

When the film failed at the box office, RKO responded by cutting it in re-release.  This Image Entertainment DVD restores those cuts, and that is a very good thing indeed.  Unfortunately, it is also the only good thing that one can say for the DVD.  The print quality is at best mediocre, a bit fuzzy, occasionally streaked, and riddled with artifacts.  There are no extras of any kind.  But just as the film transcends its own flaws, so too does it transcends this poor transfer.  Strongly recommended.

GFT, Amazon Reviewer",A Film That Transcends Its Own Flaws: A Neglected Masterpiece,1194480000,13,
2.0,False,"09 11, 2011",A2AOZQ3WTNVVOK,B00004REJJ,{'Format:': ' DVD'},Lonnie E. Holder,"This movie begins with some promise.  A couple of girls are wandering through an oasis.  We see close-ups of their behinds trying to sneak out from under their shorts.  The next thing you know, it is zombie feast time!  Then we see a flashback to World War II.  Germans travel to the same oasis.  Allies are hiding at the Oasis.  We see a big battle.  We see lots of shooting and blood and other war related stuff.  The director had an array of actual armored vehicles, which impressed me.

We move into the future and see the former German commander dying and suddenly everyone is after Nazi gold left by the Germans.  There is only one minor obstacle.  Nazi zombies are guarding the gold!

From this point forward, this movie is a lot like watching someone grind meat.  Only instead of stuffing the meat into the grinder, they very slowly move the meat toward the grinder, and then they very slowly stuff it into the grinder.  Yes, this movie is much like the awful B-movies of yore where everyone is in great physical shape and can run like the wind, yet the slow, shambling zombies with various body parts in various states of decay always manage to catch up to them.

Since this movie is European (I am unsure whether there was a particular country involved; the beginning said Eurocine), there has to be at least some nudity, and there is.  We see some brief nudity in the desert and then there is a somewhat torrid love scene.  I was thinking that zombies might eat the two lovers during the love scene.  I leave you to learn whether they did.

Before I forget, one line from this movie is highly memorable.  Near the end of the movie the zombies are attacking a group of college students (have you ever noticed how frequently college students manage to get themselves into these situations?), and one of them brilliantly says something along the line of ""Let's get some bottles and make Molotov cocktails, like in school.""  I am wondering what kind of school these kids attended.

There are some good scenes in this movie.  Considering that the zombie makeup alternated between some junk slapped on faces and full masks, the zombies looked okay too.  The problem remains that a dozen or so slow, shambling zombies managed to ""sneak"" up on healthy young adults and have people sashimi.  Another problem is that group after group go into the oasis, none of them getting the hint that the oasis has a zombie problem.  Many horror movies seem to work only because people keep denying the obvious until something bites, claws, stabs, eats, etc., them.  I should also point out that the movie drags a lot too.  I guess the naked women were in there because the director was running out of victims to feed the zombies.

Unfortunately, the few good or interesting scenes in this movie are unable to overcome the boring scenes and the general silliness of creeping zombies ""chasing"" people and catching them.  The plot has more than a few holes in it.  I know, you cannot expect Shakespeare in a horror movie, but at least some coherence and excitement would be good.  This movie gets two stars because there are a few interesting scenes.  Otherwise, this movie would be a one star movie.

If you are a huge zombie movie fan, this one might be for you.  Otherwise, I am unable to figure out who might like this movie.  Therefore, I can only wish you...

Good luck!",Never Underestimate a Slow Dead Guy,1315699200,5,
5.0,True,"12 1, 2014",A1SRMG16HF5TLD,B00005NGEB,{'Format:': ' DVD'},Mark A Spencer,Evolution is well arranged and Liam Nelson is a great narrator.  Evolution and Miracle Planet are my favorites for the long view of life.,Evolution is well arranged and Liam Nelson is a great narrator. Evolution and Miracle Planet are my favorites ...,1417392000,,
5.0,True,"03 19, 2015",A24JNNPYMUI5P2,B0002YLCHO,,jo ann,Granddaughter love it.,Five Stars,1426723200,,
3.0,False,"02 23, 2016",A2A5S6N4AOKRGL,B0010X8NKU,{'Format:': ' Blu-ray'},Action&amp;amp;Music,"Just purchased this item, I had to go with the blu ray because the DVD version seems to be out of print or something, which is completely lame.  I know these movies/tv specials are awesome I have watched them both numerous time but I have never owned them.  But I have been collecting all of Dragon Ball Z and these last movies are the last of the official stuff to complete my collection.  I give this item 3 stars not because of packaging or the movies themselves but solely because I feel I am being in a way coerced into going with the blu ray format strictly because that is the only item that is sold directly from Amazon as well as because the DVD is out of print, the DVD version is almost double the price to buy it...USED.  Really kind of bummed because the rest of my collection is DVD because I can pretty much play that anywhere, the blu ray format really dwindles down the devices I can watch it on....Still really looking forward to completing my collecting with these movies though.

Update:  Just for reference, although I enjoy the blu ray main menus on the blu rays, I am so disappointed by the blu ray picture on these films.  It's basically DVD quality...just so you know if you purchase this product.",Disappointed its only really available new on Blu Ray....,1456185600,,
4.0,True,"02 23, 2017",A1GSID6DKR1WLL,B005RVF5XE,{'Format:': ' Amazon Video'},M. Muselli,"It was good, not as good as the other PBS shows I have watched but I didn't keep up with it. Will probably give it another chance as they have a new leading man.","It was good, not as good as the other PBS shows ...",1487808000,,
5.0,True,"12 2, 2016",A38VL25BIB00HI,B00LKCQOP2,{'Format:': ' Amazon Video'},R. Swig.,We loved it.,Five Stars,1480636800,,
4.0,False,"07 31, 2008",A1V6Y3X9PS4EXL,B001MLVKUK,,rainbow traveller,"This is one of the best belly dance practice video on the market. Aziza, a wonderful teacher and dancer, teaches a small group of ladies of different levels, ages and shapes so you can see how the same movement looks on different people. The lesson includes a warm-up, then drills for the arms, the torso, the hips and shimmies. At the end, Aziza's performance is so outstanding that it deserves 5 stars, but I gave the video only 4 stars because I found it a little short and maybe not varied enough considering its promising title ""Ultimate belly dance practice companion"". Maybe a second volume for more advanced students would be a good idea. I am really looking forward to it.",Excellent,1217462400,,
5.0,True,"03 19, 2012",ASKB5FYX3UE2N,B0057O6IN2,{'Format:': ' Blu-ray'},T. Davis,"I don't know why people do reviews on items they don't own. If you've seen the theatrical version, how can you rate this one? It's the DIRECTORS CUT.
Moving on, this one's certainly not for the kiddies as it has nudity, bad language and ultraviolence. Even still, I'm surprised that it was such a quality production!  The story, character designs, and animation all are done eloquently and the soundtrack rocks!
I understand that the theatrical version has the sex scenes edited out so that may be the way to go for some of you. But this unadulterated cut is what the anime industry needs after seeing so much 'cookie-cutter', formulaic anime titles. 5 stars all the way, can't wait for the next part of this sad but thrilling title!",Looks like mature-themed anime is returning!,1332115200,2,
4.0,True,"05 7, 2016",A3J33IHVRT9QAN,B00AY2DL78,{'Format:': ' Amazon Video'},Greg Spencer,Interesting background information regarding Highclere/Downton but shows that the current Earl is a bit odd.,Downton history,1462579200,,
2.0,False,"05 8, 2014",A2QTGUUUF8WVDA,B005LAIIB2,{'Format:': ' Amazon Video'},Pamela K. Anderson,"Not worth the popcorn.. Very predictible and the same old political correctness to create the scenarios in this movie.
The acting was good, but the delivery left a lot to be desired.",The Big Wedding,1399507200,,
5.0,True,"12 9, 2016",AT9C0I1ZKFHLO,B00M0JU1XU,{'Format:': ' Amazon Video'},D. Noble,"Great Christmas movie, highly recommend it.",Great Movie,1481241600,,
4.0,False,"01 3, 2016",A3BRROYUZ0IQHZ,B00J5G1MWK,{'Format:': ' Amazon Video'},Jack Ryan,"3.5 stars. A small, smart, well-written, well-played crime story based on facts, set in New York City in 1991, a city that barely exists anymore. The story of a not-too-bright young couple with nothing to lose who decide to, you know, rob the mob, it maintains a delicate balance of humor, tension and romance. The cast is excellent, even Ray Romano. It's nice to see that Michael Pitt has learned that there's more to acting than twitches and making faces, but it's Nina Arianda who strolls away with the picture. It's not a great film. It felt like the true story didn't give them quite enough to work with, so they filled in with some cliches. But it's good, and a refreshingly different take on the mob movie.",Not your usual mob picture,1451779200,,
4.0,True,"12 2, 2015",A1WUKDGS2KF657,B00L16P1QU,{'Format:': ' Amazon Video'},Linda Wieland Gosnell,"Loved everything about this movie...funny, sad, romantic.",Loved it!,1449014400,,
5.0,True,"08 18, 2003",A2C6GLQL1JXSX7,0783228686,{'Format:': ' DVD'},Lee G. Gilman,"The movie's plot is simplistic. Jack Crews (Swayze) and Earl (Randy Travis) must deliver a load of illegal weapons or the terrorists kill Jack's family. In addition, they must fend off Red (Meat Loaf), a fanatical, Bible verse- yelling madman, and his redneck thugs, who are attempting to steal the cargo. Anyone who enjoys explosions and big rigs will like this movie. Red's men try to hijack the guns several times, and each time their attempts fail, usually with some impressive crash. In fact, all of Red's crew are either blown up, splattered all over the pavement, or crushed within a truck cab. There are some good lines about how juice causes gas and what ATF really stands for. It's not the most intellectual movie out there, and Swayze's facial expression never does change, but with the number of explosions and huge trucks, who cares? In any event, you'll find out how deadly trucking really can be.",Exploding Trucks Are Cool!,1061164800,7,
4.0,False,"09 2, 2014",A284ZT6NYX47GY,B00007I6FP,{'Format:': ' Amazon Video'},Kindle Customer,"This is a show I remember watching while it was on tv and wish would come back in syndication! I have to admit I love cop shows, especially the CSI shows.. but some of the older series were the best. If you enjoy a bit of nostalgia in your tv watching, you can find some on Amazon Prime!",Good show,1409616000,,
5.0,True,"03 27, 2018",A16WXEDCP0WNWS,B00EOBB6DQ,{'Format:': ' DVD'},Amazon Customer,Great,Five Stars,1522108800,,
5.0,True,"07 30, 2008",A3G1PR7H69ETR,B001CO42CA,{'Format:': ' DVD'},Baruch Weiss,"Sufferin Succotash!! The finale golden collection, but hakuna matata (whoops pardon me wrong studio) it was said on tvshowsondvd.com that the looney tunes will be back in 2009, but probably in a different set. Besides, they fi ah say they finally included two foghorn leghorn cartoons among other things and whatever else is included on the DVD is what it is. Beggers can't be choosers.

So play it again warners, that's not all folks!!

I finished viewing it and it was great, but of course, could be better I was really impressed by the fact that you did not have to sit through those boring disclaimers they give you the option to skip them which works for me. However,  I wish they included more foghorn among other things, but lets see what turns out next year.","Th, th, th, th, that's not all folks at all!!",1217376000,5,
4.0,False,"10 30, 2007",AZ2YLC0GWTAH2,6301564499,,D.P.,"Thanks once again to WWE 24/7, I was able to catch an old school classic event from the NWA in the very first ""Halloween Havoc.""  Keep in mind that the event was edited down to two hours however since I saw the live PPV replay & not the tape version, I don't know which matches were edited.

Z-Man vs. Mike Rotundo - Just an average opener, nothing more or less.

""Dr. Death"" Steve Williams & Midnight Express vs. Samoan Swat Team & Samoan Savage - This was a real fun match to watch as all four men here meshed well to bring forth a good match.  The story behind this match was mostly to put over Dr. Death as he completely dominated the Samoans whenever he was in the ring while the Somoans would gain control whenever the Express was in the ring.

Tommy Rich vs. Cuban Assassian - Same as the opening match, there wasn't anything special or noteworthy here.

NWA Tag Team Champions Fabulous Freebirds vs. Dynamic Dudes - The match itself was a solid match from top to bottom but the one thing that was more noticeable than anything else in the match was how the Freebirds were loudly being cheered despite being heels since the audience didn't buy into the ""surfer"" gimmick the Dudes had at the time.

Steiner Brothers vs. Doom - This was the debut of Ron Simmons & Butch Reed as the team of Doom, who were masked at the time.  This was tag team wrestling 101 as Doom looked very impressive as a team here by double teaming behind the referee's back, suspension for Scott Steiner to finally make a tag after getting beat on for minutes.  Good first match in their series of matches.

United States Champion Lex Luger vs. Brian Pillman - This was one of those matches that gives Luger his reputation of being a bad wrestler because Pillman completely carried this match.  Brian dominated a majority of the match with his mix of high flyin' moves & mat wrestling.  He worked on Luger's shoulder with the story being that he was tryin' to keep Luger off his feet thoughout the match which dominated.  Luger was on the defense most of the time & his offense consisted of punches,  kicks, and clotheslines whenever he was in control.  Luger got the win in the end off Brian making a big mistake but for the most part, this was a Brian Pillman exibition match.
(Also available on ""Brian Pillman: Loose Cannon"" DVD)

Road Warriors vs. Skyscrapers - Unlike the Steiners/Doom match, this was perfectly fits the ""irresistable force meets the inamovable object"" as this was a stiff match with both teams trying to outpower each other thoughout the match.  This was a good match to watch as this was the most athletic performance I've ever seen from Sid Vicious in his career as the best performance I've ever seen from Dan Spivey.

Thunderdome Cage Match w/special referee - Bruno Sammartino: Ric Flair & Sting w/Ole Anderson vs. Terry Funk & Great Muta w/Gary Hart - The rules for this match was that Ole Anderson or Gary Hart had to throw in the towel for their team for the match to end.  This also used the Thundercage structure that was WCW's version of Hell In A Cell that not only covered the ring but the outside area as well.  This match started out as a regular tag match but evolved into a four man brawl with each man using the cage at one point or another.  Some ""highlight moments"" to look out for was Sting & Flair at various times using the rope that was the in the top corner of the cage to swing onto Terry Funk like ""Tarzan"" and Sting doing a huge leap splash from that same top corner of the cage all the way into the middle of the ring.  The match was wild (the usual with Terry Funk matches) and truely one of the best matches held inside the Thundercage structure.

Overall, this PPV doesn't rank up high there as other NWA PPV's this year (Great American Bash, Starrcade) but the matches were still good quality overall and it's an event I would recommend to get whenever you get the chance.",The Very First Halloween Havoc,1193702400,,
5.0,False,"04 9, 2018",A39RHC50KC4R8W,B01A9IV54W,{'Format:': ' Prime Video'},Leo,"Christie's masterpiece down in 2 parts with a great list of actors.  It follows the book pretty closely with a few exceptions, but still a great film if you are a fan of mysteries.",Great Film and Book,1523232000,,
4.0,False,"02 3, 2014",A1BXB83XQKKDJS,B000NOIX48,{'Format:': ' Amazon Video'},Janet C. Lemos,I enjoyed this. Done very well and a good picture of what life was like back in those terrible times.,Nice Movie!,1391385600,,
5.0,True,"03 6, 2014",A971AEJ4T7QMU,B00GLPCKX8,{'Format:': ' Amazon Video'},tiny,Ir was a good movie liked it very much and would recommend to all ages.  will watch again soon liked it very much.,Good,1394064000,,
5.0,True,"11 6, 2015",A32RD6L701BIGP,B00GUO3C3W,{'Format:': ' Amazon Video'},Krystal Clifton,"This movie made me love McConaughey even more than I have grown to like him in the past few years. He has taken his roles seriously.

As for everyone else, Jared Letto did a fantastic job, and Jennifer Garner as well.

A great story that needed to be told, and it will keep you thinking for days.",Loved it.,1446768000,,
3.0,True,"02 12, 2015",A1I0H669U0J60X,6304316267,{'Format:': ' DVD'},Gary,fun,Three Stars,1423699200,,
5.0,True,"07 31, 2015",A3B6LU76Y6EU2P,B00AJLHUYO,{'Format:': ' Amazon Video'},Nancy Bower,"LOVED it!  Not gross like Saw or Kill Bill; not stupid like a Sci Fi; not reality (scares me the most) like The Shining or Cape Fear - just really, really good scary stuff.  I thoroughly enjoyed it.  And didn't have to sleep w/my bedroom door locked.  HaHa",LOVED it! Not gross like Saw or Kill Bill,1438300800,,
5.0,False,"07 24, 2014",AYUZE0KSPUP49,B0013FSL0C,{'Format:': ' Amazon Video'},sara hudson castillo,"This program was so realistic, touching and  engaging that I could not stop watching it.  Binge.",Worthy of Prime Time,1406160000,,
5.0,True,"01 26, 2018",A7C8W2504P1H2,B019A3QMJA,{'Format:': ' Prime Video'},Laurie,"This was a joyous, wondrous adventure that will leave you a little sad, but mostly incredibly happy and filled with positive feelings. The interaction of the characters will leave you absolutely in stitches. I laughed so hard I .... well, you don't want to know that! GREAT picture!",Hilarious!,1516924800,,
5.0,True,"07 17, 2016",A1DDMDXUT7M0S5,B0041ONFO4,{'Format:': ' DVD'},danamul,all the fun of a base-ball fans life!!,base-ball fan fun!,1468713600,,
4.0,True,"06 26, 2016",A3VWAD65L2F1DA,B00L4K3MLE,{'Format:': ' Amazon Video'},eb,Great fun and a better cast than the earlier movies.,Four Stars,1466899200,,
2.0,True,"08 17, 2013",A3TPMB8S49ZLN,B000YDBP52,{'Format:': ' DVD'},Alan Moore,"I was very disappointed in this collection of family feud shows.
Some shows are repeated again in encore presentations.
Lost in space was mentioned but never shown on the disc.
My two very favorite shows are Gilligan's Island and Lost in space.
LOST IN SPACE IS NOT ON ANY OF THE FAMILY FEUD COLLECITON.",FAMILY FEUD SPECIALS,1376697600,,
5.0,True,"07 10, 2014",A36OZ0Z1BGIYAL,B000X1Z0BU,{'Format:': ' Amazon Video'},ifn,Excellent movie with great music and scenes from Ireland.  A movie that almost wasn't made!,Very good!,1404950400,,
4.0,True,"02 14, 2014",A1ALL2A99WQ870,B00FZ4KT84,{'Format:': ' Amazon Video'},Mssami9,"At this point in my life , if a film holds my attention & doesn't insult my intelligence I'm thrilled.  This one is also charming  and has great performances.  A winner.",good grown-up movie,1392336000,,
5.0,False,"08 23, 2003",A1DAV28XMD83BG,B00004L8IJ,,M. Martinez,"This is hands-down my favorite television series, and now it's on DVD in superlative form. You can't go wrong with any of the five collections.","The best show, now on DVD",1061596800,,
4.0,True,"05 9, 2015",AHFZNDNWACQJS,B0090SI4HO,{'Format:': ' Amazon Video'},William Horrell,I love this movie. The Terminator's first attempt at his come back after all the bad press.....don't miss this one.  It is bat-shit crazy but sooooo awesome.,TRUST ME YOU WILL LOVE IT,1431129600,,
2.0,False,"02 15, 2005",A1CMA5HOYRA865,6301963725,{'Format:': ' DVD'},Patrique,"This movie is typical Hollywood screwing up a good, clever idea and turning it into some sort of quasi-racial statement.  Hence, Danny Glover in the lead role as Afro-Super Cop who breaks all the rules of common sense, never questions his dumb-ass actions, and bores one to death with his highly unsnappy quips and Mr. Know-it-all, testosterone-head attitude.  It would have been better if he had been blown away in the first scene.  Then, we could all focus of the Predator and root for his ultimate success in the cesspool of Los Angeles.  The action scenes are acceptable, except when the Predator encounters Glover, who he decides to keep alive so the story can stumble along from one macho encounter to another.  All the white guys just don't measure up to Danny's smarts.  That's why he's left standing at the end, I guess. Having him look like he is attending an aboriginal wedding ceremony for the final scene is nice touch, though.  Overall, this flick could have been alot better without the implied social statements highlighting the greatness of the lead human.  Too bad the Predator lost this one.  Stick with Arnold and don't waste your time.",Should have moved on--past Danny Glover,1108425600,4,
5.0,True,"02 28, 2015",A1414DUMVIF1D4,B00P1WGHLI,{'Format:': ' Amazon Video'},Jeanne Rusciano,I just loved this movie.,Five Stars,1425081600,,
2.0,True,"12 13, 2016",A2K5YO0TYQZ504,B000286SAQ,{'Format:': ' Amazon Video'},Harold King,Not worth this time.,Two Stars,1481587200,,
1.0,False,"12 1, 2007",A39W3263A9HCMN,B000W1SZ9U,{'Format:': ' Blu-ray'},Renfield,"Yes, ""I know who killed"" this movie with annoying blue and red fade-outs. No doubt about it.

First off, What's with the look of the movie?? It looks like it was shot on a documentary camera, and takes away the ""Thriller"" look of the movie. Secondly, the plot is interesting, but it never goes anywhere. There are lots of things that do not have to do with the plot. The sex scene was one of the funniest scenes in ANY movie! What's with that cheesy pop music??????? Totally unfitting.

Not to mention the torture scene- POORLY DONE! The dry ice scene was cheesy. I think I saw ""Made in China"" on her prosthetic hand? Who knows. And when her finger gets infected in the shower, I laughed at how fake it looked. Not to mention her sewing her finger on and her bleeding, which looked like cranberry juice.

Overall, this movie is a complete waste of time, money, life and time. Lindsay Lohan? I don't mind her, but she deserves better than this. and the ending? Lame.

Only rent this if you want a few laughs...",Aptly named movie!,1196467200,4,
1.0,False,"11 9, 2013",AQ01Q3070LT29,B00005NKSB,{'Format:': ' DVD'},James P. McDonald,"Deep In The Woods (2000) French film: Promenons-nous dans les bois. Rated ""R"". Running Time: 1 hour, 27 min.

After you click on to play movie, you are given the choice to select Full Screen or Widescreen.

  A beautiful French woman (Marie Trintignant) is reading the story of ""Little Red Riding Hood"" to her sick child. She gives her child a new doll as a gift. She begins to sing to her child when suddenly someone comes up from behind her a kills her.
  Five young adults, Wilfried /Frederick (Vincent Le Coeur), Matthieu (Clement Sibony), a lesbian couple Sophie (Clotilde Courau) and Jeanne (Alexia Stresi) and Mathilde (Maud Boquet) are on their way to perform a play for a millionaire, Axel de Fersen (Francois Berleand).
  They hear on the car radio that a serial killer is out there. The killer raped a woman last night and has killed 30 woman in seven months.
  In the woods, they come to a gate where the gamekeeper, Stephane (Denis Lavant) meets them. He allows them through. The mansion is exquisite with castle domes.
  This will be an evening when the big black wolf attacks.

Also in the cast: Suzanne MacAleese, Thibault Truffert, Michel Muller.

Contains full female nudity and male backside nudity.

Option of Language: English 5.1 Dolby Digital, French 5.1 Dolby Digital.

Choice of English subtitles for English audio or English subtitles for French audio.

  Audio Commentary with horror expert Brian Yuzna.

Special features: Theatrical Trailer. Original French Trailer. Cast Biographies. Filmmakers Biographies. Photo Gallery.",Not a scary French horror film.,1383955200,,
5.0,True,"10 12, 2016",AB5VWROERO461,B01DX72HPM,{'Format:': ' DVD'},Dummbo,great,Five Stars,1476230400,,
5.0,False,"11 24, 2012",A1AP64X957HYEC,B005FITIGO,{'Format:': ' Amazon Video'},anonymous,"The movie held my attention from beginning to end, easily.  Some of the dialogue and ""little speeches"" are priceless.

What I got out of the movie wasn't so much that wall streeters were to blame; more so I think the filmmaker suggests that these behaviors are a societal or global issue that needs attention by everyone.  One of the characters justifies it through a human nature argument, which was interesting, that people can't help but be who they are.  My favorite part of the movie is probably when Paul Bettany's character is talking to the guy that's going to be fired.

""Listen if you really want to do this with your life, you have to believe that you're necessary and you are.  People want to live like this in their cars and their big houses.  The only reason they get to continue living like kings is because we got our fingers on the scales in their favor.  I take my hand off, the whole world gets really fair really quickly and nobody actually wants that.  They say they do but they don't.  They want what we have to give them, but they also want to play innocent and pretend they have no idea where it came from.""",Awesome,1353715200,,
5.0,True,"05 6, 2008",A17B4N0DP0TLHR,B000XJ5TPE,{'Format:': ' DVD'},Payen,"I am an avid collector of NASA dvds and information.  I love this dvd because it explores a whole new angle.  The only people who are interviewed are the Apollo astronauts. They all talk in detail about how they felt as the flew their missions.  There are tons of crystal clear images of the missions .. many of which I have never seen before.  The music is beautiful and really adds to the experience.

Overall, my favorite NASA dvd is the Nova ""To The Moon"", but this might overtake that.  Very heartfelt.  I now love Michael Collins, almost as much as my hero, Jim Lovell. The only negative thing about this dvd is the glaring non-participation of Neil Armstrong.  Why he wouldn't want to be part of this amazing project is a mimystery.

I highly recommend this dvd to anyone.  Add it to your collection.",A new angle .. an awesome additon for the avid NASA collector.,1210032000,3,
5.0,True,"07 9, 2013",A1PIOP87VTLAV9,B001VLFE76,{'Format:': ' Blu-ray'},L T,"What more could you ask for Vampires and Werewolves battling each other for survival, lots of action and not a lot of gore, loved it.","Kate Beckinsale, wow",1373328000,,
4.0,False,"01 19, 2003",A1TJPMB7N776WS,B00005JLPK,,MICHAEL ACUNA,"Faced with the heavy burden of playing a National Treasure of her native country Mexico, Salma Hayek along with her director, Julie Taymor have come up with a magical, sensual film in ""Frida.""
Hayek's Frida is a woman with big dreams who is down-to-earth enough to figure out that bringing her dreams to fruition involves hard work and knowing the right people. When she realizes she might have talent as an Artist, she demands of Diego Rivera, the most famous of Mexican painters at the time, to know the truth: tell me if I am wasting my time painting, tell me the truth, she says. Rivera encourages her in her art and before long they become lovers, though Rivera is much older and a big mountain of a man prone to womanize, yet obviously in love with Frida.
The visuals are awe-inspiring, which comes as no surprise to anyone who knows Taymor's previous work in ""Titus"" and ""The Lion King."" But here, Taymor takes her vision one step further by bringing many of Frida's paintings to life by presenting them as tableaux vivantes.
Much is made of the political climate in Mexico at the time (1920's) and many famous people (Nelson Rockefeller, for one) are trotted out, but it is the relationship of Frida and Diego that is at the core of this film. Hayek and Alfred Molina as Diego Rivera are fascinating to watch and accomplish something that is very difficult: they make living, breathing, feeling human beings of these historical figures. Not an easy task.
""Frida"" is as beautiful as a Kahlo painting, but more importantly there is an over-riding intelligence coupled with a voluptuous sensuality at work here that is hard not to appreciate and admire.",Magical Realism,1042934400,2,
5.0,True,"09 4, 2016",A1XWTIHPF04SZC,6304994567,{'Format:': ' Amazon Video'},Mark,a cult classic.,Five Stars,1472947200,,
3.0,True,"03 29, 2017",A23MTX9IBFRO0U,B00164KYTG,{'Format:': ' Amazon Video'},Ben M.,I think I waited too long to finally see this movie and I'm over the Will Ferrell craze.,It's a movie. Watch if you like Will Ferrell,1490745600,,
5.0,True,"01 7, 2015",A2QDXIDRNI7SCT,B00ANT85VY,{'Format:': ' Blu-ray'},Dennis M. Wilson,"nothing to say, good movie and waiting for Taken 3. Have Taken 2. Would buy from this dealer again.",good movie and waiting for Taken 3,1420588800,,
5.0,True,"09 1, 2017",A2N4GTPCRX6AFL,B00WKZO3TM,{'Format:': ' DVD'},JM,"No where have I seen such amazing work, I mean this was a master peace. Thank you!!!.",Five Stars,1504224000,,
